#,Points
7024248,100
9024530,98
1016287,97
8026039,0
7018519,27
8026128,85
7028302,52
2023352,91
5028291,0
1024255,41
8027314,73
6013335,0
6025347,100
3028811,50
8026186,97
5025247,45
9015953,100
1025897,87
4024369,95
3024410,86
4021316,100
8025367,73
5025194,97
7028614,63
5006873,0
4013693,90
3027583,35
7026084,86
1024801,68
8025750,57
4023359,69
4023519,45
6028219,92
8025941,32
8024127,92
9028328,53
4017308,75
6028428,97
2006294,27
4028874,0
2026792,95
7014867,97
7017125,83
9019100,57
7023898,79
6013396,96
8021429,71
2023068,95
2025594,93
5023644,100
5028776,82
9024215,0
7028495,0
6021406,0
3024389,80
6024712,97
3000636,100
1025874,0
5027902,29
6023469,100
3015603,0
1023940,100
9028238,55
8002477,37
3025782,97
7022858,78
4028394,97
9019090,62
1029005,86
6029097,88
4026141,64
9028214,96
1023363,95
6010630,0
9027114,0
2027448,95
8026148,97
5020195,91
6005732,50
5026396,0
8027527,45
7025668,35
9000912,0
5026185,71
6028382,47
6028562,97
9024452,93
9010272,47
3025371,97
4024705,91
7023044,27
5028320,43
8029037,0
4013705,97
1025269,85
8013348,100
7025615,81
5021000,100
7016469,40
4026828,74
7028182,64
3023876,0
8016985,72
5025538,0
2025414,0
5028485,86
9001056,83
5025726,53
9026170,90
2023592,97
9016952,92
8017136,96
4007249,100
5018272,100
8024610,97
2001291,96
3028393,0
2007382,46
9027734,63
6026183,97
5029103,77
1015725,93
5028617,95
4024280,84
3028542,60
2025910,51
7010052,0
7023676,41
1025366,97
3023407,27
3027749,0
4026204,79
4026213,98
4026059,41
8027265,97
4027894,97
6021158,97
4024940,29
2028752,65
1025082,97
1026130,93
1111111,0
1234567,0
6018205,93
5026247,46
6029008,56
9028402,93
2024377,97
4029072,43
2024930,93
8018381,97
9003678,97
6024584,0
7017592,27
6026766,43
5021179,86
4000517,96
4028799,27
9024939,100
7025461,83
1025819,45
6018258,97
6027796,69
4014726,75
8006323,100
1025958,40
7027430,79
8025788,97
3028591,100
2025122,0
2028018,34
8010278,86
1024242,90
6024375,79
6025820,71
5015304,98
4028805,47
7023756,92
7028742,0
9020992,27
5015331,0
1024312,82
5020915,0
9022970,0
1023346,27
2019786,0
7024920,51
7026467,55
7023289,100
2027793,29
4024402,52
7028674,94
5026220,97
9024330,100
5024362,81
4021966,0
3025876,27
5028810,75
5009201,100
9009192,97
1020975,92
7025297,0
2022051,65
7027872,27
8027357,84
3025631,53
2018113,53
1028595,88
7028270,0
6028684,74
4026883,83
2028268,48
1026479,100
4010917,56
8019303,100
6010160,52
1019080,90
7028822,97
8022882,0
7024428,89
9024337,100
4025640,39
9006907,0
3023306,100
9023256,27
1009445,97
2026069,97
1025667,97
5026242,94
3024607,97
4008586,92
9024772,45
5022779,100
2003332,61
8025121,97
3029029,77
4016255,51
9010471,92
Telerik,0
4028899,95
1025802,27
8017216,86
2000777,94
8022304,100
3029047,44
6026297,95
2010290,67
5002308,86
3013869,53
6020483,87
3026826,32
7011468,0
2013880,97
8024331,92
3024372,72
9004488,100
9023260,27
3027987,79
5018150,0
9026224,46
1028437,51
1024335,100
7018168,45
6026269,96
4010603,48
7027414,100
1029027,57
2010849,86
5025536,66
4024234,0
6026606,43
7025740,0
8025464,0
7029070,86
9028645,42
5024018,40
8026443,94
7027140,32
6026807,77
1024166,100
2025985,40
2025659,97
5026527,85
8026281,0
5024965,77
5018961,49
8018750,37
6028615,93
1015208,87
5029056,84
1025918,92
7011949,93
8026277,50
8022621,97
6001463,68
6026385,89
5028052,34
1024643,65
6025496,70
1023039,64
4025674,61
7024225,93
6028341,51
5028969,92
9025959,97
7012238,0
7005060,55
4024604,92
9014183,96
5006376,82
3029036,96
3001794,68
9024175,44
1024935,92
3022547,97
9026151,100
4023165,47
4024736,0
2025333,78
1026160,87
7022182,100
7016524,46
9022363,95
1000508,89
6025838,98
5017785,100
5004793,100
1024419,77
1022874,98
2029057,44
3026187,95
7026178,97
1004038,41
8026315,93
7023009,95
8023262,100
4003814,82
9007022,45
8012523,0
1024317,100
5028399,94
9028230,71
9011019,86
4023234,87
4024523,97
1025814,53
5024480,0
8023626,95
2028467,82
6027733,37
4016415,70
9028035,95
2022037,0
6023686,29
3011081,59
5022625,0
2028951,0
3025477,60
1006479,35
3022683,84
6018223,94
9026298,73
