#,Points
3028431,5
5022526,24
2023649,0
4026259,27
2004540,28
8023250,39
5019721,98
2025457,62
8025596,98
2026129,34
9024249,75
6016050,0
6023508,44
8014921,71
3026314,61
7006627,100
1005882,59
6027166,13
2028287,0
3025459,85
1029155,54
9024877,52
2025885,94
2028708,100
9025998,98
7025019,50
5024881,54
1025916,61
7011706,83
8028728,94
8010486,18
1024199,18
1028952,64
6024378,98
3013584,49
1024325,100
3023694,53
7026837,7
7020490,37
7000404,89
1016648,99
3022531,98
3026651,68
8026630,87
6024327,100
5028348,0
6025890,47
1025499,0
3002152,0
1013756,100
2024840,98
1028574,100
5025590,89
6025617,98
4001595,48
9000912,100
4020329,5
1007330,99
7011804,74
9025379,93
8029168,0
5024334,0
7020171,99
9011119,86
1025036,16
9025693,19
9025435,58
3021989,98
6026321,58
7025691,18
2026545,100
3023292,49
9025240,100
8020559,100
4025116,53
1028109,0
1029123,0
6025983,5
7015906,45
5027370,51
3028116,0
4022067,53
8023224,21
5025595,98
8022739,33
1014928,98
4024418,0
9006572,55
5024942,0
2025271,89
8026223,100
8022299,55
8025728,83
3024415,36
3025929,74
9023655,28
7025894,38
8024407,54
2023497,29
3028128,33
6000998,0
3025071,0
4025426,56
5026112,98
1022672,89
8025954,40
8025952,51
8024397,45
1111111,0
4026244,0
1023633,100
1025804,83
5027021,0
2024547,0
1028102,73
3028308,31
6028175,92
8014760,49
5028234,0
5025469,51
5003579,98
6026214,50
5025463,0
3028269,41
4025623,0
2026929,0
3024252,0
4028512,52
9016437,99
3028892,0
4028448,15
4029043,55
7016915,5
7028233,13
1012417,58
6024246,49
9026191,62
7023588,100
5023533,62
9026255,0
4009301,100
4021762,100
6028718,10
2024490,37
4020615,29
1023658,68
2020179,0
7023270,55
2013684,41
2028518,30
3028675,100
6028609,65
9024134,73
8015915,77
7029152,0
5023310,39
2001509,0
7026060,21
1028346,57
4028262,40
8023545,67
7026616,60
4025630,58
8028338,27
6016359,25
4025352,49
1019014,89
3017215,98
6024924,30
9028913,59
1003732,67
8024689,27
8025242,0
7028944,81
4019896,48
3022628,34
6019618,24
3021683,93
9025284,39
4028733,100
9026790,64
8018420,54
8022217,54
8025793,13
9026512,45
8028540,62
2015994,100
8024687,39
9025360,100
5017035,0
5013813,75
8009582,68
2026053,33
9016873,22
6023648,41
2012180,0
9002306,65
5024548,69
8005199,83
5025384,64
3016761,10
7017217,100
7012520,48
3025451,98
4023002,30
9024341,100
8019465,98
6027280,37
1028988,24
7025012,0
4028289,21
5025604,43
6023219,50
2017527,60
7018529,65
3009622,97
7025800,56
8025197,0
7022639,0
8008985,0
6021833,86
2025915,100
6016327,67
9028325,58
7006692,0
2024678,34
1011646,51
7029028,11
4005977,100
3025966,100
1026261,30
7028193,65
9026169,16
9025506,37
4003202,98
9018360,42
6024752,100
7010109,99
8017811,28
9026000,98
9028547,35
7023402,35
1022343,26
8021373,5
8005383,28
2011051,0
2025905,67
4020640,92
7007258,80
7009205,60
6029156,54
4016612,84
9028906,55
3022516,58
7028192,0
9025378,89
8026163,5
4020541,91
6026878,66
4028067,38
7024455,39
8025575,55
9026571,41
8024152,0
3025672,63
3007761,86
8004782,98
7001098,83
2026165,100
9027577,5
6010548,100
1028896,85
6015986,93
8026897,0
5025947,50
1026120,50
9028661,56
1010553,0
6024156,48
4024952,100
5004583,22
2000443,86
9025587,100
7006074,0
8026260,18
3028545,0
3023601,76
7028335,98
